specimen_id,e-type,m-type,me-type,upright_angle,soma_distance_from_pia,estimated_shrinkage_factor,estimated_slice_angle
485608017,Exc_3,,,,,,
485610263,Exc_3,,,,,,
485630699,Inh_13,,,,,,
485639243,Inh_9,,,,,,
485834744,Exc_4,,,,,,
485835016,Exc_4,Spiny_13,ME_Exc_1,224.6794655,573.7783835,2.090759262,25.14356251
485835055,Exc_4,Spiny_14,ME_Exc_1,145.4856132,634.3824761,2.22677899,13.21359048
485836906,Exc_3,Spiny_3,ME_Exc_17,136.3976074,360.1268612,2.072382675,10.98701186
485837504,Exc_3,Spiny_8,ME_Exc_13,207.2934231,485.3382658,4.512635379,12.70514034
485838981,Exc_4,Spiny_13,ME_Exc_1,210.9312908,570.4301501,2.16656556,13.23916703
485880739,Exc_4,Spiny_14,ME_Exc_1,150.5990273,578.0374826,2.377442823,5.267676051
485884503,Exc_3,,,,,,
485887209,Exc_3,,,,,,
485889190,Exc_3,,,,,,
485905391,Inh_9,,,,,,
485905411,Exc_2,,,,,,
485909730,Exc_3,Spiny_7,ME_Exc_14,200.421486,473.2798102,2.578257704,15.42138631
485911892,Exc_3,Spiny_17,ME_Exc_6,144.6288385,759.2626474,1.909307876,18.96603435
485911966,Exc_3,,,,,,
485912047,Exc_3,Spiny_8,ME_Exc_13,226.6079592,446.9549146,3.9408867,-1.437494681
485931158,Exc_3,Spiny_4,ME_Exc_16,246.6840388,431.1200243,4.807692308,18.67153184
485932822,Exc_2,,,,,,
485934207,Exc_4,,,,,,
485938494,Exc_2,,,,,,
485954440,Exc_3,,,,,,
485955037,Exc_3,,,,,,
485955227,Exc_3,,,,,,
485955982,Exc_3,,,,,,
485956826,Exc_3,,,,,,
485958978,Exc_3,,,,,,
486025194,Exc_3,Spiny_8,ME_Exc_13,170.8214722,496.8852074,2.897844096,11.16874446
486029942,Exc_3,,,,,,
486052980,Exc_4,Spiny_12,ME_Exc_1,202.7274421,645.0544005,1.816708633,7.924368755
486054618,Exc_1,,,,,,
486106720,Exc_3,,,,,,
486108147,Exc_3,,,,,,
486110216,Exc_1,Spiny_7,ME_Exc_5,217.9764205,670.5795843,2.205882353,4.052271116
486111903,Exc_4,Spiny_14,ME_Exc_1,205.1467672,631.3120402,2.079566004,6.48173681
486132712,Exc_4,Spiny_12,ME_Exc_1,206.0336951,473.5142884,2.337186575,11.16803202
486146717,Exc_3,Spiny_3,ME_Exc_13,167.2733315,430.5987595,3.903654485,14.95478768
486146828,Exc_3,,,,,,
486175203,Exc_3,,,,,,
486176465,Exc_3,,,,,,
486178939,Exc_3,,,,,,
486191673,Exc_1,,,,,,
486196663,Exc_3,,,,,,
486198953,Exc_3,,,,,,
486235288,Exc_3,,,,,,
486236426,Exc_4,,,,,,
486239338,Exc_3,Spiny_3,ME_Exc_17,152.2322881,400.767864,2.955606786,15.26307209
486246801,Exc_1,,,,,,
486262299,Exc_1,Spiny_2,ME_Exc_7,201.8305786,207.8078841,3.123823861,6.914371772
486264574,Exc_3,,,,,,
486352114,Inh_8,,,,,,
486466923,Exc_3,,,,,,
486472847,Exc_3,,,,,,
486500736,Exc_3,,,,,,
486502127,Exc_3,Spiny_4,ME_Exc_17,149.9704579,459.0619129,3.241521107,9.829442099
486508983,Exc_3,,,,,,
486509644,Exc_3,,,,,,
486510127,Exc_3,,,,,,
486513293,Inh_12,,,,,,
486514107,Inh_9,,,,,,
486557574,Inh_3,,,,,,
486560376,Exc_3,Spiny_2,ME_Exc_16,124.0375913,355.8066918,2.391579454,21.81019577
486753754,Exc_3,,,,,,
486754703,Inh_11,,,,,,
486755781,Inh_12,,,,,,
486756093,Exc_3,,,,,,
486776965,Exc_3,,,,,,
486777819,Inh_12,,,,,,
486783119,Inh_12,,,,,,
486791945,Inh_10,,,,,,
486875162,Inh_3,,,,,,
486893033,Exc_3,Spiny_7,ME_Exc_13,131.4299088,494.1353872,2.950310559,9.842736955
486896849,Inh_12,Aspiny_1,ME_Inh_10,204.5832427,422.0566206,3.457128154,16.655109
486921382,Inh_7,,,,,,
486941367,Inh_1,,,,,,
487099387,Inh_3,Aspiny_16,ME_Inh_1,137.2645796,328.5688284,3.418367347,-0.00858583
487155664,Inh_1,,,,,,
487158599,Inh_3,,,,,,
487176969,Inh_3,,,,,,
487306716,Inh_9,,,,,,
487323089,Inh_10,,,,,,
487352877,Inh_11,,,,,,
487353993,Exc_3,,,,,,
487358945,Exc_3,,,,,,
487359276,Inh_12,,,,,,
487400838,Inh_12,,,,,,
487405644,Inh_13,,,,,,
487445455,Exc_3,,,,,,
487446992,Exc_3,,,,,,
487447111,Exc_3,,,,,,
487537399,Inh_12,,,,,,
487594856,Inh_11,,,,,,
487601493,Exc_3,Spiny_8,ME_Exc_13,151.5825527,474.4747348,3.042266645,10.51973489
487640196,Inh_9,,,,,,
487659462,Exc_3,,,,,,
487661754,Exc_3,Spiny_1,ME_Exc_7,156.3515854,169.3267482,2.400468384,-2.780344598
487663469,Exc_4,,,,,,
487664070,Exc_3,,,,,,
487664663,Exc_3,Spiny_14,ME_Exc_1,173.2624926,619.5741843,1.462585034,11.43020408
487667205,Inh_9,,,,,,
488117124,Exc_3,Spiny_9,ME_Exc_13,212.0165272,503.3195334,3.023342915,1.30161667
488230133,Inh_8,,,,,,
488359338,Exc_1,,,,,,
488380827,Exc_1,,,,,,
488419491,Exc_3,,,,,,
488420599,Exc_3,Spiny_7,ME_Exc_15,141.0488028,424.5205666,1.838385489,23.82224211
488426904,Exc_3,,,,,,
488428837,Exc_3,,,,,,
488430421,Exc_3,,,,,,
488430487,Exc_2,,,,,,
488432250,Exc_3,,,,,,
488434725,Exc_3,,,,,,
488438177,Inh_9,,,,,,
488440436,Inh_13,,,,,,
488440893,Inh_12,,,,,,
488448839,Exc_3,,,,,,
488450754,Inh_9,,,,,,
488462885,Exc_3,,,,,,
488467273,Exc_3,,,,,,
488471111,Exc_3,,,,,,
488473535,Inh_13,,,,,,
488491186,Inh_12,,,,,,
488491756,Inh_2,,,,,,
488493019,Inh_9,,,,,,
488495740,Inh_3,,,,,,
488496181,Inh_12,,,,,,
488497498,Inh_9,,,,,,
488501071,Inh_12,Aspiny_9,ME_Inh_12,208.5074668,364.8867309,3.389535496,3.964025325
488501165,Exc_3,,,,,,
488501487,Inh_9,,,,,,
488504814,Inh_12,Aspiny_11,ME_Inh_9,197.3363165,733.4092844,5.272108844,12.30111832
488543754,Inh_6,,,,,,
488569196,Exc_3,,,,,,
488674910,Inh_8,,,,,,
488675026,Exc_3,,,,,,
488676149,Exc_3,,,,,,
488677318,Inh_6,,,,,,
488677942,Inh_7,,,,,,
488677994,Inh_13,Aspiny_1,ME_Inh_15,239.7675403,326.1665655,2.921239798,6.379370208
488679042,Exc_4,Spiny_14,ME_Exc_1,217.0877198,640.5600205,2.324807489,8.606475049
488680211,Exc_3,Spiny_17,ME_Exc_3,125.6437268,764.0610418,1.673193193,12.60438265
488680917,Exc_4,Spiny_13,ME_Exc_1,222.251303,517.7826842,1.550014867,10.01732351
488681087,Inh_7,,,,,,
488683322,Inh_6,,,,,,
488683425,Exc_4,Spiny_14,ME_Exc_1,162.5522158,648.3939304,3.816094761,3.172780082
488685185,Inh_12,,,,,,
488686369,Inh_1,,,,,,
488687042,Inh_10,,,,,,
488687894,Exc_2,Spiny_17,ME_Exc_3,207.1992135,788.6358242,2.744333931,16.24065444
488688344,Exc_1,,,,,,
488688374,Exc_3,,,,,,
488688580,Inh_9,,,,,,
488689365,Exc_3,,,,,,
488689403,Exc_4,,,,,,
488695444,Exc_3,Spiny_12,ME_Exc_13,138.4959257,547.9648911,2.021403554,10.38579626
488697163,Exc_3,Spiny_16,ME_Exc_6,220.3567171,746.8777949,2.486927642,12.20402433
488697964,Inh_10,,,,,,
488698341,Exc_4,Spiny_13,ME_Exc_1,212.712118,537.4059545,1.902587519,25.9150573
488699635,Inh_3,,,,,,
488707768,Inh_12,,,,,,
488711144,Inh_12,,,,,,
488712472,Inh_12,,,,,,
489259263,Exc_3,,,,,,
489719193,Inh_9,,,,,,
489731121,Exc_3,,,,,,
489751692,Exc_3,,,,,,
489751959,Exc_3,,,,,,
489752610,Exc_3,,,,,,
489753228,Exc_3,,,,,,
489753277,Exc_3,,,,,,
489754156,Exc_3,,,,,,
489885173,Exc_3,,,,,,
489887491,Exc_3,,,,,,
489888847,Exc_3,,,,,,
489888898,Exc_3,,,,,,
489912680,Exc_3,,,,,,
489923501,Exc_3,,,,,,
490149337,Inh_3,,,,,,
490170480,Exc_3,,,,,,
490171952,Exc_3,,,,,,
490172112,Exc_3,,,,,,
490173806,Inh_7,,,,,,
490205998,Exc_3,Spiny_9,ME_Exc_13,153.9380644,423.8762992,3.066698402,2.480205377
490259231,Exc_3,Spiny_18,ME_Exc_2,214.1631779,888.6486569,3.424489996,9.328122469
490259892,Exc_3,,,,,,
490263211,Exc_3,,,,,,
490263438,Exc_3,,,,,,
490264167,Exc_2,,,,,,
490267219,Exc_3,,,,,,
490267468,Exc_3,,,,,,
490276212,Inh_6,,,,,,
490278904,Inh_4,,,,,,
490283114,Exc_3,,,,,,
490283519,Exc_3,,,,,,
490376252,Exc_4,,,,,,
490382353,Inh_8,Aspiny_4,ME_Inh_6,202.5090058,764.0601759,4.518950437,3.863351644
490385956,Exc_3,,,,,,
490386426,Inh_8,,,,,,
490387590,Inh_12,Aspiny_10,ME_Inh_10,142.46022,418.3749977,3.333333333,30.21017679
490485142,Exc_1,Spiny_18,ME_Exc_4,143.5415755,826.0938477,3.087655905,11.24102892
490558274,Exc_2,,,,,,
490576429,Exc_4,,,,,,
490601284,Exc_3,,,,,,
490612150,Exc_2,,,,,,
490612844,Exc_2,,,,,,
490624177,Exc_3,,,,,,
490626718,Exc_3,,,,,,
490626827,Exc_3,,,,,,
490712265,Exc_3,,,,,,
490718897,Exc_2,,,,,,
490729633,Inh_3,,,,,,
490733962,Exc_4,,,,,,
490746462,Inh_6,,,,,,
490772223,Exc_4,,,,,,
490779678,Exc_4,,,,,,
490789494,Inh_6,,,,,,
490790207,Exc_4,,,,,,
490908575,Inh_12,,,,,,
490912243,Inh_7,,,,,,
490916882,Exc_3,Spiny_14,ME_Exc_1,216.3759194,590.945173,2.790338731,18.34637702
490916919,Exc_1,,,,,,
490931049,Exc_3,,,,,,
490966322,Exc_3,,,,,,
490982660,Exc_3,,,,,,
491026389,Inh_5,,,,,,
491029832,Inh_6,,,,,,
491030723,Inh_5,,,,,,
491031969,Inh_12,,,,,,
491038812,Inh_11,,,,,,
497499510,Exc_3,,,,,,
497560724,Inh_7,,,,,,
497583188,Exc_3,,,,,,
497590510,Exc_1,,,,,,
497611660,Exc_2,Spiny_18,ME_Exc_3,195.3721134,769.7881531,3.951022096,14.54618769
500857324,Exc_3,,,,,,
500859045,Exc_3,,,,,,
500862585,Inh_10,,,,,,
500864322,Inh_12,,,,,,
500864898,Inh_9,,,,,,
500894271,Exc_3,,,,,,
500955426,Exc_3,,,,,,
500961697,Exc_3,,,,,,
500963059,Exc_3,,,,,,
500964358,Exc_3,,,,,,
500964382,Exc_3,,,,,,
500966656,Inh_6,,,,,,
501014504,Exc_3,,,,,,
501022658,Exc_2,,,,,,
501023852,Exc_3,,,,,,
501280518,Inh_7,,,,,,
501282204,Inh_7,,,,,,
501562903,Exc_2,,,,,,
501563275,Exc_3,,,,,,
501566512,Exc_2,,,,,,
501570114,Inh_3,,,,,,
501730497,Inh_6,Aspiny_12,ME_Inh_24,142.0780243,544.9910592,4.019480519,2.26629066
501736631,Inh_3,,,,,,
501798889,Inh_5,,,,,,
501799874,Exc_2,Spiny_18,ME_Exc_3,228.1863626,802.2559443,3.134574446,13.35839069
501839495,Exc_3,,,,,,
501841672,Exc_3,Spiny_17,ME_Exc_2,129.30449,823.3106425,1.984126984,14.50800921
501842713,Exc_3,,,,,,
501845152,Exc_3,Spiny_17,ME_Exc_2,100.8511391,784.3376723,3.139378996,-1.332490029
501845630,Exc_3,Spiny_17,ME_Exc_6,127.4833779,761.0914501,2.750540874,11.2944696
501847408,Exc_3,,,,,,
501847931,Exc_3,Spiny_18,ME_Exc_2,181.562566,772.0838086,4.625109204,3.655557451
501848265,Exc_3,,,,,,
501848315,Exc_3,,,,,,
501850666,Exc_3,Spiny_15,ME_Exc_11,150.246586,979.4164056,4.623361184,56.32460854
501886192,Exc_3,,,,,,
501891177,Exc_3,,,,,,
501895840,Exc_3,,,,,,
501940485,Inh_4,,,,,,
501951290,Exc_3,,,,,,
501956013,Exc_3,Spiny_11,ME_Exc_6,111.2350457,765.6860676,4.369648109,5.289326689
502100978,Exc_3,,,,,,
502120615,Exc_3,,,,,,
502143149,Exc_3,,,,,,
502143555,Exc_3,,,,,,
502144146,Exc_3,,,,,,
502193385,Exc_3,,,,,,
502245101,Exc_3,,,,,,
502260112,Exc_3,,,,,,
502267531,Exc_3,Spiny_5,ME_Exc_18,229.1290969,427.9701801,3.821635766,23.33698488
502269786,Exc_3,Spiny_4,ME_Exc_16,139.7567972,363.6935313,3.571428571,11.83393506
502359001,Exc_3,Spiny_2,ME_Exc_13,222.3105839,276.0144676,4.048900852,2.942182617
502359348,Exc_3,,,,,,
502366405,Exc_4,Spiny_14,ME_Exc_1,155.25705,585.9078599,2.810107394,2.290035511
502367941,Exc_3,Spiny_19,ME_Exc_9,191.30883,999.5251104,3.776960755,42.37750547
502382506,Inh_6,,,,,,
502383543,Exc_3,Spiny_19,ME_Exc_9,185.0015762,964.9025723,3.215135757,-19.30948435
502574847,Exc_3,,,,,,
502597328,Exc_3,,,,,,
502614426,Exc_3,Spiny_3,ME_Exc_12,220.4681051,372.253795,3.700774413,15.91040249
502647640,Exc_3,,,,,,
502665074,Exc_3,,,,,,
502667140,Exc_3,,,,,,
502808270,Exc_3,,,,,,
502829071,Exc_3,,,,,,
502873181,Exc_3,,,,,,
502887600,Exc_3,,,,,,
502978383,Exc_3,Spiny_5,ME_Exc_19,223.8327552,418.2776455,4.529413363,20.8630116
502993826,Exc_3,,,,,,
502999078,Exc_3,Spiny_4,ME_Exc_17,215.1464835,466.0965919,6.452076739,19.05421183
503286448,Exc_2,Spiny_18,ME_Exc_3,232.7259995,785.9290171,4.247104247,1.055187447
503517607,Exc_3,,,,,,
503582237,Exc_2,,,,,,
503595332,Exc_3,,,,,,
503814817,Exc_2,Spiny_18,ME_Exc_3,139.5909922,876.177071,4.18795544,6.017410271
503823047,Exc_3,Spiny_19,ME_Exc_9,144.1926567,865.8740562,2.604395326,-14.0075667
504120613,Inh_1,,,,,,
504179737,Exc_3,,,,,,
504567071,Exc_3,,,,,,
504605677,Inh_7,,,,,,
504608602,Inh_6,,,,,,
504613416,Exc_1,,,,,,
504614622,Exc_3,,,,,,
504615116,Exc_4,,,,,,
504635521,Exc_3,,,,,,
504643398,Exc_3,,,,,,
504647603,Exc_3,,,,,,
504913842,Exc_3,,,,,,
505200218,Exc_3,,,,,,
505202906,Exc_3,,,,,,
505476170,Exc_3,,,,,,
505512874,Exc_3,,,,,,
505795846,Exc_3,,,,,,
505798354,Exc_3,,,,,,
505804754,Exc_3,,,,,,
505808144,Exc_2,,,,,,
505847801,Exc_3,,,,,,
506132738,Exc_3,,,,,,
506133241,Exc_3,Spiny_6,ME_Exc_19,214.6205773,438.1892293,6.056935191,21.89461673
506142944,Exc_3,,,,,,
506226516,Exc_3,,,,,,
506777471,Exc_3,,,,,,
507100117,Exc_3,,,,,,
507101551,Exc_3,Spiny_16,ME_Exc_5,215.7110436,765.0901553,2.462170509,20.14837082
507121819,Exc_3,,,,,,
507770911,Exc_3,,,,,,
507914933,Exc_3,,,,,,
507918877,Exc_2,Spiny_18,ME_Exc_3,124.000878,1025.703036,2.530364372,18.04920079
507996688,Exc_3,,,,,,
508272216,Exc_3,,,,,,
508275137,Exc_2,,,,,,
508276760,Exc_3,,,,,,
508566646,Exc_3,,,,,,
508883033,Exc_1,,,,,,
508887004,Exc_2,,,,,,
508911693,Exc_4,,,,,,
508980706,Exc_1,Spiny_17,ME_Exc_4,148.7121947,714.4933258,3.235605715,6.066377968
508987256,Exc_1,,,,,,
509003464,Exc_3,Spiny_18,ME_Exc_2,211.6327267,922.502462,4.76817133,19.2499752
509005331,Exc_3,,,,,,
509515969,Inh_12,Aspiny_8,ME_Inh_12,151.0221804,321.1927041,2.61035122,23.98878469
509522358,Inh_12,,,,,,
509617624,Inh_8,Aspiny_10,ME_Inh_9,120.6020593,586.2503214,3.819241983,13.6357322
509620929,Inh_3,,,,,,
509683388,Inh_12,,,,,,
509779247,Inh_11,,,,,,
509875338,Exc_3,,,,,,
509881736,Exc_3,Spiny_15,ME_Exc_9,149.7075264,1038.863401,3.13335094,-4.460661459
509885554,Exc_3,,,,,,
510106222,Exc_3,,,,,,
510114363,Exc_3,,,,,,
510136749,Exc_3,Spiny_19,ME_Exc_9,211.699937,1052.167739,3.874933191,17.74245205
510376592,Inh_3,,,,,,
510395901,Exc_3,,,,,,
510451636,Exc_3,,,,,,
510455612,Exc_3,,,,,,
510658021,Exc_3,Spiny_7,ME_Exc_17,157.3368698,341.6563033,3.860742763,14.88937723
510699928,Inh_1,,,,,,
510702304,Exc_3,,,,,,
510702728,Exc_3,,,,,,
510706277,Inh_10,,,,,,
510715606,Inh_11,Aspiny_9,ME_Inh_13,192.4646957,448.9540627,3.495075439,2.880182197
510946335,Exc_3,,,,,,
511244283,Inh_8,,,,,,
511247944,Inh_11,,,,,,
512319604,Exc_3,Spiny_19,ME_Exc_9,211.6294586,1064.240411,3.014242727,-9.318281912
512322162,Exc_3,Spiny_19,ME_Exc_9,161.2664924,1181.318963,2.020482504,-15.11242507
513510227,Exc_3,Spiny_1,ME_Exc_7,153.8575662,77.17069975,2.972219934,8.77487167
513514828,Exc_3,,,,,,
513531471,Exc_3,Spiny_1,ME_Exc_7,224.3967371,115.657298,2.841151386,11.83393506
513579447,Exc_3,,,,,,
513591094,Exc_3,,,,,,
513593674,Exc_3,,,,,,
513800575,Exc_3,Spiny_8,ME_Exc_17,227.7248971,487.2917641,5.374660822,5.468133969
513803975,Exc_3,,,,,,
513832252,Exc_3,,,,,,
513843815,Exc_3,,,,,,
513877604,Exc_3,,,,,,
513879001,Exc_3,,,,,,
514530024,Exc_3,,,,,,
514544971,Exc_3,,,,,,
514767977,Inh_3,Aspiny_13,ME_Inh_2,243.825277,284.4602305,5.274261603,10.01885497
514824979,Inh_3,Aspiny_16,ME_Inh_3,257.6042296,583.3169272,3.309708114,0.281332746
514825708,Inh_1,,,,,,
514907630,Inh_3,,,,,,
515056927,Exc_3,,,,,,
515059388,Exc_3,,,,,,
515188639,Exc_3,,,,,,
515199779,Exc_2,,,,,,
515202564,Exc_3,,,,,,
515249852,Exc_4,Spiny_14,ME_Exc_1,152.5585967,654.7827248,2.240681167,15.8056536
515264431,Inh_2,,,,,,
515296303,Inh_8,,,,,,
515302868,Inh_8,,,,,,
515305346,Inh_8,,,,,,
515315072,,Aspiny_16,,200.7726176,393.4392728,3.453887884,4.66438767
515435668,Exc_3,Spiny_19,ME_Exc_9,237.8240943,1177.584662,2.165543792,42.85033204
515462796,Exc_3,,,,,,
515464483,Exc_3,Spiny_15,ME_Exc_10,148.0905761,1015.784152,2.8722334,-29.76260074
515511110,Exc_2,,,,,,
515524026,Exc_3,Spiny_7,ME_Exc_5,216.0881723,611.5478588,4.993274365,12.43418966
515771244,Exc_3,Spiny_19,ME_Exc_9,117.7179135,908.3784045,3.277662931,-38.77244185
515949222,Exc_3,,,,,,
515986607,Exc_1,Spiny_18,ME_Exc_3,151.7900335,869.809914,2.124042223,4.355772627
516086402,Exc_3,,,,,,
516327568,Inh_2,,,,,,
516362762,Inh_4,Aspiny_3,ME_Inh_22,161.1592825,922.2574888,2.620262391,37.69158204
516838734,Inh_1,,,,,,
516880237,Inh_1,,,,,,
516881226,Exc_3,,,,,,
516906055,Inh_11,,,,,,
516916566,Exc_3,,,,,,
517077548,Exc_1,Spiny_14,ME_Exc_4,161.8516417,804.0570419,2.047515223,15.55936175
517319635,Exc_3,Spiny_6,ME_Exc_19,207.2108594,270.2064563,3.666772343,-26.19816514
517330781,Inh_4,,,,,,
517343484,Inh_5,,,,,,
517345160,Inh_4,Aspiny_3,ME_Inh_22,208.1335598,705.0993165,1.811828096,-22.85267738
517353438,Inh_2,,,,,,
517645929,Exc_3,,,,,,
517647182,Exc_3,Spiny_6,ME_Exc_18,174.2941534,470.4530983,3.08093486,10.02019558
517752298,Exc_3,,,,,,
517753911,Exc_3,,,,,,
517974394,Exc_3,,,,,,
517977609,Exc_3,,,,,,
517981878,Exc_2,,,,,,
517982558,Exc_3,,,,,,
518238899,Exc_3,,,,,,
518271679,Exc_3,,,,,,
518287095,Exc_3,,,,,,
518290966,Exc_3,,,,,,
518623704,Inh_3,,,,,,
518750800,Inh_1,,,,,,
518753555,Inh_8,,,,,,
519220630,Inh_3,,,,,,
519517188,Inh_2,,,,,,
519549081,Inh_3,,,,,,
519749342,Inh_6,Aspiny_10,ME_Inh_22,167.4717103,682.3310428,3.043931333,3.428802166
519751607,Inh_2,Aspiny_13,ME_Inh_2,159.9526874,221.8484886,2.754494042,-0.755779398
520347870,Inh_2,,,,,,
521399472,Exc_3,,,,,,
521409057,Exc_3,Spiny_2,ME_Exc_7,125.824356,128.0826469,3.212572446,15.71867339
521625948,Exc_3,,,,,,
521938313,Exc_3,Spiny_5,ME_Exc_18,144.6809409,417.1341511,3.014992033,7.825287099
521958756,Exc_3,,,,,,
522108467,Inh_3,,,,,,
522147522,Exc_3,,,,,,
522152249,Exc_1,Spiny_17,ME_Exc_4,221.3629102,767.0068486,2.255738334,-6.658055103
522257166,Inh_1,,,,,,
522260194,Inh_1,,,,,,
522260244,Inh_3,,,,,,
522301604,Exc_3,Spiny_6,ME_Exc_9,160.6916244,979.474778,2.587522312,22.31539061
522408506,Inh_3,,,,,,
522416880,Inh_5,,,,,,
522418855,Inh_3,,,,,,
522676397,Inh_3,,,,,,
522696638,Exc_2,,,,,,
522723828,Inh_3,,,,,,
523205934,Inh_2,,,,,,
523478821,Inh_3,,,,,,
523478869,Inh_1,,,,,,
523708351,Inh_1,,,,,,
523729022,Exc_2,,,,,,
523748610,Inh_1,Aspiny_18,ME_Inh_17,146.8591076,81.33389144,3.515037594,0
524074295,Inh_1,,,,,,
524090036,Exc_1,,,,,,
524646242,,Aspiny_10,,204.7680147,706.6355083,2.766136072,26.72695425
524647261,Inh_5,,,,,,
524675712,Inh_3,,,,,,
524676260,Inh_5,,,,,,
524689239,Inh_3,Aspiny_14,ME_Inh_3,143.4540071,159.1410812,4.258130291,4.629574952
524693113,Inh_3,,,,,,
524850271,Exc_2,Spiny_12,ME_Exc_5,135.3322576,619.066484,3.620162883,11.55486871
524857207,Exc_4,,,,,,
524876305,Inh_2,,,,,,
526531616,Inh_1,Aspiny_18,ME_Inh_17,233.4673003,76.72897759,2.177700348,21.80140949
526545261,Inh_1,,,,,,
526573598,Exc_3,Spiny_17,ME_Exc_6,154.0753928,818.9762473,3.263707572,15.42428861
526643573,Exc_3,Spiny_17,ME_Exc_6,154.3280447,826.9629432,1.650158699,5.086980485
526668864,Exc_3,Spiny_6,ME_Exc_9,221.1402992,857.5840448,2.137674705,28.34942624
526785742,Inh_7,,,,,,
526801742,Inh_1,,,,,,
526936091,Inh_1,,,,,,
526939383,Inh_3,,,,,,
526943222,Inh_1,,,,,,
526946319,Exc_3,,,,,,
526946778,Exc_3,,,,,,
526949051,Exc_3,,,,,,
526950199,Exc_3,Spiny_19,ME_Exc_9,138.59545,885.0730427,1.892193828,8.213459924
526951157,Exc_3,,,,,,
527089085,Inh_3,,,,,,
527095729,Inh_3,Aspiny_18,ME_Inh_18,136.6104616,78.41554672,2.222222222,0
527104986,Inh_1,,,,,,
527116037,Exc_3,Spiny_19,ME_Exc_9,186.2960511,913.6076991,2.384215675,-14.03347683
527463935,Inh_1,,,,,,
527464013,Inh_1,,,,,,
527579814,Inh_1,,,,,,
527585153,Inh_1,,,,,,
527826878,Exc_3,Spiny_8,ME_Exc_13,149.1812378,497.0989423,2.288732394,4.599454876
527864026,Exc_3,,,,,,
527869035,Inh_1,Aspiny_18,ME_Inh_17,196.9711879,24.92694934,1.966568338,-9.335859032
527874431,Inh_1,,,,,,
528486009,Exc_3,,,,,,
528501887,Exc_3,,,,,,
530204927,Exc_3,,,,,,
530235049,Inh_3,,,,,,
530325234,Exc_3,,,,,,
530335449,Exc_3,,,,,,
530349764,Exc_3,,,,,,
530731648,Inh_4,Aspiny_4,ME_Inh_23,213.5970293,924.2005408,2.244451555,13.72046776
530737765,Inh_4,Aspiny_3,ME_Inh_23,244.8897365,756.5867356,3.056720506,22.60857249
531121585,Inh_3,,,,,,
531339798,Inh_8,,,,,,
531342116,Inh_7,,,,,,
532355382,Exc_3,,,,,,
532571720,Exc_3,,,,,,
534141324,Inh_7,Aspiny_12,ME_Inh_24,203.4403017,681.5790171,3.101775456,7.948641428
534303031,Inh_5,Aspiny_2,ME_Inh_24,147.464767,630.8029178,4.69924812,-2.149856775
534524026,Exc_3,,,,,,
535520969,Exc_3,,,,,,
535708196,Inh_2,Aspiny_16,ME_Inh_3,240.1606889,285.0987318,3.060117756,11.30993247
535728342,Inh_3,Aspiny_16,ME_Inh_3,129.3962593,408.7111867,4.087301587,8.267757066
536306115,Inh_1,Aspiny_7,ME_Inh_17,251.8583938,116.2283199,3.388975155,11.91899165
536951541,Inh_1,Aspiny_18,ME_Inh_17,237.483146,89.2371268,2.239850882,
538162646,Inh_1,,,,,,
538866343,Inh_1,,,,,,
539014038,Inh_1,Aspiny_8,ME_Inh_20,226.1795804,213.7704469,2.985224843,-17.90466791
539742766,Exc_2,,,,,,
547238558,Inh_4,,,,,,
547262585,Inh_4,Aspiny_4,ME_Inh_23,243.3388232,719.9787551,2.851739683,10.63140103
547262673,Inh_4,,,,,,
547325858,Inh_4,Aspiny_8,ME_Inh_23,137.323621,717.5616154,2.363207426,2.385484444
547328377,Inh_4,,,,,,
547330489,Inh_4,,,,,,
547336671,Inh_4,,,,,,
547344442,Inh_4,Aspiny_12,ME_Inh_23,248.2707897,586.7999432,2.248653538,2.823522579
547616623,Inh_4,,,,,,
553006549,Inh_2,,,,,,
553219924,Inh_3,,,,,,
553231879,Inh_4,,,,,,
553541110,Inh_2,,,,,,
553561593,Inh_1,,,,,,
554021008,Inh_3,,,,,,
554025072,Inh_3,,,,,,
554028392,Exc_3,,,,,,
554038709,Inh_1,,,,,,
554039803,Inh_3,,,,,,
554280740,,,,,,,
554432769,Inh_1,,,,,,
554443833,Inh_1,,,,,,
554447280,Inh_1,,,,,,
554454165,Inh_1,,,,,,
554454458,Exc_3,Spiny_15,ME_Exc_11,230.2520898,740.5412274,3.76984127,15.61584387
554779051,Inh_13,Aspiny_8,ME_Inh_14,223.9586558,453.4385285,3.146633103,6.396840352
554807924,Inh_13,Aspiny_7,ME_Inh_16,225.0989766,160.1038918,2.615084254,3.542000702
554807988,Inh_13,,,,,,
555001065,Inh_6,Aspiny_2,ME_Inh_24,124.2860293,722.8686422,3.020060971,9.404638694
555019563,Inh_1,Aspiny_17,ME_Inh_20,219.4071057,522.5046136,2.446830376,-0.319186498
555042715,Inh_3,,,,,,
555060623,Exc_3,,,,,,
555079011,Inh_3,,,,,,
555088069,,,,,,,
555089724,Inh_1,Aspiny_18,ME_Inh_17,157.7181065,111.0966355,4.019458774,7.962984601
555241040,Inh_2,Aspiny_4,ME_Inh_7,226.8711547,672.9597477,2.485567729,-12.7335714
555241875,Exc_3,Spiny_9,ME_Exc_13,139.2429914,485.3932756,2.735751425,16.739528
555251867,,,,,,,
555263276,Inh_5,,,,,,
