,El_reference,C,asc_amp_array_0,asc_amp_array_1,init_threshold,spike_cut_length,asc_tau_array_0,asc_tau_array_1,R_input,input_features
0,0.07569403642197606,0.43857324057125446,0.008948368910855575,0.06366574737335454,0.1274709185112841,0.22819014427576137,0.5451530612244897,0.8527210884353742,0.044796152950017556,latents
1,0.06754116496286795,0.5724559817689887,0.06762406229821809,0.15720523421515617,0.080592896903439,0.39780723278218943,0.5079931972789116,0.8483843537414966,0.03745258262714581,cell
2,0.11447380527500195,0.6202562076049846,-0.018723752517075743,0.04749880204881578,0.06543907317027434,0.2313328987705418,0.5328231292517006,0.8648809523809524,0.16702836434358578,morph
3,0.08048365784541896,0.5822890999013153,0.07377704959049125,0.15563556772817355,0.1478420755095261,0.3900456603887821,0.5451530612244898,0.8485544217687074,0.0763361934713116,latents+cell
4,0.11517744615894929,0.6650809967809267,-0.01136700980108385,0.07714273356370538,0.12766738484436327,0.25681467722805634,0.5369047619047619,0.8567176870748299,0.18072127386660747,latents+morph
5,0.126638346035861,0.6972148296781613,0.012888623202857174,0.14126553311869366,0.11145180425049972,0.37266551667969805,0.5369047619047619,0.8567176870748299,0.169651569198777,cell+morph
6,0.11188699645949743,0.6999041149784044,0.003823453615428951,0.1376859745028572,0.13966394380973085,0.33675992511316644,0.5370748299319729,0.8525510204081632,0.18425601187483584,latents+cell+morph
