,index,El_reference,C,init_threshold,spike_cut_length,R_input
46,510715606,-0.07475459,6.2426085e-11,0.031423565,43.0,205409170.0
47,514767977,-0.07486003,7.837277e-11,0.03252878,68.0,297604580.0
48,514824979,-0.0756611,6.216232e-11,0.03372799,64.0,551646460.0
49,515315072,-0.07336152,9.040768e-11,0.023322636,83.0,425666750.0
50,516362762,-0.06423978,7.375441e-11,0.029304532,70.0,244197070.0
51,517345160,-0.059118718,1.4700194e-10,0.024876552,86.0,1079391900.0
52,519749342,-0.073974594,1.05223996e-10,0.02822731,70.0,271284400.0
53,523748610,-0.07029514,7.106163e-11,0.030241832,83.0,174314510.0
54,524689239,-0.06968181,7.006916e-11,0.03242186,78.0,162540980.0
55,526531616,-0.07076743,7.462068e-11,0.02857157,82.0,205623570.0
56,527095729,-0.07204753,7.424715e-11,0.028911352,90.0,167556700.0
57,527869035,-0.063326366,6.946992e-11,0.018606251,82.0,129540280.0
58,530731648,-0.060591597,7.0805514e-11,0.030646518,79.0,222038380.0
59,530737765,-0.07062302,7.930371e-11,0.034637228,72.0,294669730.0
60,534141324,-0.07133671,9.3672264e-11,0.03121984,71.0,212213490.0
61,534303031,-0.060617693,1.2279519e-10,0.021231934,-9.0,302822080.0
62,535708196,-0.068398975,7.139734e-11,0.01876588,47.0,244649280.0
63,535728342,-0.076171435,4.814685e-11,0.015696745,116.0,596730400.0
64,536306115,-0.078603506,8.776797e-11,0.029147439,61.0,155679490.0
65,536951541,-0.072328135,7.1904496e-11,0.026751041,82.0,138514380.0
66,539014038,-0.07492936,7.72194e-11,0.029886428,63.0,147236750.0
67,547262585,-0.07177185,8.7646355e-11,0.030718392,72.0,421484220.0
68,547325858,-0.069251284,1.1243695e-10,0.029323684,59.0,219394660.0
69,547344442,-0.06644709,9.5279964e-11,0.025420696,62.0,261771410.0
70,554779051,-0.0702775,6.912825e-11,0.030609911,40.0,343609380.0
71,554807924,-0.071385205,6.702824e-11,0.030882599,65.0,230519070.0
72,555001065,-0.07464322,1.08829314e-10,0.027173245,94.0,235543170.0
73,555019563,-0.07245475,1.7445062e-10,0.022169435,99.0,162385730.0
74,555089724,-0.07144063,4.814942e-11,0.034167837,95.0,303090780.0
75,555241040,-0.0699352,8.419837e-11,0.02763613,98.0,214589280.0
76,555345752,-0.07261294,9.7851206e-11,0.030697163,72.0,161400720.0
77,555697303,-0.07005892,9.32649e-11,0.02805754,64.0,166323180.0
78,556923554,-0.069294624,7.931914e-11,0.02886913,64.0,280254340.0
79,556968207,-0.072321266,5.716228e-11,0.031007068,74.0,243863360.0
80,557261437,-0.0727492,6.408505e-11,0.03322768,77.0,215507260.0
81,560753350,-0.06861916,7.440209e-11,0.02575462,73.0,214851820.0
82,560965993,-0.07349684,8.57e-11,0.03579997,72.0,197333660.0
83,560992553,-0.06975803,8.37309e-11,0.031345315,69.0,228292780.0
84,561325425,-0.073064774,5.1739227e-11,0.03565036,42.0,238287870.0
85,561517025,-0.07057828,9.0334434e-11,0.030521411,46.0,127745220.0
86,561532710,-0.07167675,6.2605546e-11,0.028294807,63.0,712593900.0
87,561934585,-0.0693485,9.012379e-11,0.028437126,89.0,211547070.0
88,561940338,-0.069159605,8.776379e-11,0.02299657,112.0,349378080.0
89,561985849,-0.06959337,1.2861857e-10,0.03001168,136.0,118772000.0
90,562003142,-0.06970808,4.6580427e-11,0.033293128,79.0,389162880.0
91,562632795,-0.07127014,7.735118e-11,0.02685848,69.0,178506460.0
92,564346637,-0.06935994,9.295837e-11,0.027700832,54.0,261704530.0
93,564349611,-0.060978852,6.765839e-11,0.021038456,104.0,194406990.0
94,565120091,-0.077393934,1.0181031e-10,0.028875336,65.0,287955700.0
95,565209132,-0.06302245,5.1323373e-11,0.023846015,100.0,271039740.0
96,565407476,-0.056713145,5.043101e-11,0.01225458,67.0,793780200.0
97,565415071,-0.07344326,9.603e-11,0.032203797,51.0,199214720.0
98,565417112,-0.070950195,7.120191e-11,0.024787528,53.0,265104750.0
99,565459685,-0.087000914,8.9704806e-11,0.028843531,75.0,528749400.0
100,565462089,-0.070091136,7.993591e-11,0.02821121,61.0,179981330.0
101,565855793,-0.076056525,8.521851e-11,0.032647062,78.0,246550220.0
102,565866518,-0.07337582,6.942423e-11,0.023625977,35.0,120451090.0
103,565880475,-0.07667715,7.3194686e-11,0.02870748,71.0,255957820.0
104,565888394,-0.07606759,1.0058542e-10,0.028537404,67.0,257272980.0
105,566541912,-0.07193369,5.5112373e-11,0.029582644,71.0,467633630.0
106,566647353,-0.07746961,8.4482144e-11,0.029132096,66.0,188891360.0
107,566671538,-0.06883143,5.755416e-11,0.030958423,61.0,403364580.0
108,566678900,-0.07242326,5.7160422e-11,0.027952185,43.0,263639400.0
109,566761793,-0.07080769,8.25492e-11,0.025166068,70.0,370516200.0
110,567007144,-0.069344975,6.004053e-11,0.028316459,75.0,326554980.0
111,567029686,-0.061444905,6.258943e-11,0.026713276,66.0,269600220.0
112,567312865,-0.06819312,1.6747273e-10,0.025532193,83.0,164341580.0
113,567320213,-0.07387506,8.983614e-11,0.027244128,64.0,312581300.0
114,567354967,-0.07006462,9.7390186e-11,0.024530398,90.0,320511360.0
115,567927838,-0.07761543,5.240935e-11,0.034005243,38.0,160120860.0
116,567952169,-0.07426067,7.987601e-11,0.02659663,70.0,175541680.0
117,569072334,-0.06930234,7.0351586e-11,0.0244736,66.0,318145120.0
118,569494755,-0.067770526,6.099546e-11,0.021773037,52.0,364676540.0
119,569670455,-0.060475335,9.496427e-11,0.021894189,63.0,259215630.0
120,569723367,-0.077565655,7.142049e-11,0.0292616,37.0,183150340.0
121,569723405,-0.069608405,7.1800066e-11,0.026391134,57.0,174878640.0
122,569809287,-0.07004284,7.757591e-11,0.027506903,90.0,364663360.0
123,569810649,-0.07195876,7.86126e-11,0.02703651,71.0,217152770.0
124,569958754,-0.05573115,9.028947e-11,0.016324399,64.0,425617250.0
125,569965244,-0.070836954,9.5485723e-11,0.025249852,82.0,190598110.0
126,569998790,-0.0718652,8.700178e-11,0.029025113,72.0,204129630.0
127,570438732,-0.075772904,4.0316615e-11,0.04169455,91.0,274892400.0
128,570896413,-0.07566828,6.793266e-11,0.03735066,47.0,244949950.0
129,570896453,-0.065904096,8.346748e-11,0.027275123,121.0,299195900.0
130,570946690,-0.07562262,7.252846e-11,0.029461354,61.0,162357550.0
131,571311039,-0.070831686,4.956097e-11,0.023326075,72.0,206080580.0
132,571379222,-0.07339126,5.9857355e-11,0.02979622,27.0,134780510.0
133,571396942,-0.07530624,8.1749794e-11,0.028852087,70.0,171864900.0
134,571867358,-0.073731534,7.796053e-11,0.028845625,63.0,200225700.0
135,572609108,-0.07046074,5.88898e-11,0.023922957,68.0,426811460.0
136,573404307,-0.0695417,8.2017795e-11,0.029240541,63.0,223222690.0
137,573622646,-0.07007309,8.202218e-11,0.03017883,68.0,165398160.0
138,574036994,-0.065676846,1.5496232e-10,0.029572818,68.0,276911100.0
139,574038330,-0.06392032,1.276902e-10,0.028760035,44.0,271641150.0
140,574059157,-0.075269766,6.843374e-11,0.023331705,29.0,133316264.0
141,574067499,-0.070041165,5.368998e-11,0.031013835,41.0,205386820.0
142,574377552,-0.07118977,9.795391e-11,0.026783854,71.0,201401200.0
143,574734127,-0.07199602,8.100445e-11,0.030111246,67.0,218960720.0
144,574992320,-0.07680711,7.784746e-11,0.023884848,46.0,166770770.0
145,574993444,-0.05522126,9.871652e-11,0.020167666,259.0,288559940.0
146,575642695,-0.061104856,7.512034e-11,0.02312313,59.0,231336110.0
147,575774870,-0.06947275,5.4611878e-11,0.03610309,103.0,208402050.0
148,577218602,-0.07386897,6.836929e-11,0.034992035,86.0,228207000.0
149,577369606,-0.077081025,8.695151e-11,0.035046916,75.0,149167650.0
150,578485753,-0.069540665,8.410464e-11,0.027513957,80.0,224135260.0
151,578774163,-0.07478514,4.0497185e-11,0.034302667,91.0,349942300.0
152,579626068,-0.071498506,8.939821e-11,0.028220639,70.0,194893360.0
153,579662957,-0.069274105,5.6488987e-11,0.024887623,60.0,290158850.0
154,580014328,-0.070937805,9.2968834e-11,0.02545949,47.0,110429300.0
155,580145037,-0.072979815,6.7463944e-11,0.029207768,62.0,186786530.0
156,580161872,-0.07044281,7.250301e-11,0.025269372,77.0,247175040.0
157,580162374,-0.06702527,6.724131e-11,0.031661294,81.0,237909100.0
158,582613001,-0.06356595,3.7213947e-11,0.029331995,100.0,364133020.0
159,582644266,-0.06971123,4.863186e-11,0.03113236,82.0,393249600.0
160,582917630,-0.07006199,7.7652156e-11,0.03053264,81.0,251787760.0
161,583104750,-0.061752807,5.1789475e-11,0.02628799,82.0,342976830.0
162,583138230,-0.07295914,7.526477e-11,0.036563,76.0,164036540.0
163,583138568,-0.07027591,5.3183635e-11,0.033425517,82.0,245957010.0
164,583146274,-0.07109907,4.4872835e-11,0.0320025,98.0,422264800.0
165,583434059,-0.07258218,8.554911e-11,0.032856468,67.0,266110370.0
166,584231995,-0.07143764,1.1833969e-10,0.019512782,101.0,553658750.0
167,584872371,-0.07675578,3.0575063e-11,0.03257811,114.0,992561300.0
168,585805211,-0.074718334,6.913379e-11,0.020393398,35.0,123151896.0
169,585830272,-0.07814372,6.538393e-11,0.028254079,35.0,131797770.0
170,585832440,-0.07540271,7.307347e-11,0.026310131,66.0,216030740.0
171,585841870,-0.07398634,8.0377906e-11,0.023917714,54.0,181273620.0
172,585925172,-0.06828785,6.409336e-11,0.030167779,77.0,249813570.0
173,585944237,-0.07301233,6.9867105e-11,0.033345643,105.0,228892290.0
174,585946742,-0.06952014,4.430668e-11,0.026304057,79.0,897007200.0
175,585947309,-0.072842516,4.4291806e-11,0.0294148,29.0,215575520.0
176,585951863,-0.07415441,7.9273914e-11,0.02748056,59.0,235830900.0
177,585952606,-0.074957,5.3411955e-11,0.029138956,49.0,193703380.0
178,586071425,-0.06921719,3.1818333e-11,0.037370764,63.0,349441400.0
179,586072188,-0.06734042,5.163246e-11,0.028330743,80.0,349958980.0
180,586072464,-0.07294493,7.275639e-11,0.03198613,72.0,213992560.0
181,586072783,-0.071045764,6.310402e-11,0.0326801,73.0,276077340.0
182,586073683,-0.07331583,7.0010914e-11,0.027784396,57.0,157055280.0
183,586073850,-0.07561634,5.2511818e-11,0.026106514,23.0,143668100.0
184,586379590,-0.06509715,7.8726345e-11,0.027314773,53.0,143800500.0
185,586559181,-0.067187056,8.611375e-11,0.026524626,82.0,415471600.0
186,586566174,-0.06524276,1.3981613e-10,0.028371578,84.0,252860530.0
187,587045566,-0.070609175,5.595806e-11,0.033409778,65.0,244858420.0
188,590558808,-0.0717422,7.028279e-11,0.024769645,49.0,167383260.0
189,591265629,-0.06698564,8.794628e-11,0.021311644,63.0,651470400.0
190,591268268,-0.07376087,4.9209057e-11,0.029895637,27.0,281195650.0
191,591278744,-0.069353275,5.29867e-11,0.026812138,47.0,190116660.0
192,592952680,-0.06709358,9.610549e-11,0.027344888,90.0,350544200.0
193,593312584,-0.06887764,5.917771e-11,0.024962682,74.0,576661300.0
194,593321019,-0.07233458,3.6578553e-11,0.027315278,85.0,266640290.0
195,594091004,-0.06911559,5.764479e-11,0.032554895,81.0,220255870.0
196,609435731,-0.075900756,7.291211e-11,0.031909674,52.0,209216910.0
197,614767057,-0.07644402,8.080462e-11,0.022908414,32.0,144215540.0
198,614777438,-0.07499666,1.2801844e-10,0.023094686,48.0,93207430.0
199,623185845,-0.07045633,1.5949969e-10,0.037933268,71.0,157212340.0
200,313862022,-0.07079094,1.3056256e-10,0.031184664,125.0,137931470.0
201,314642645,-0.07531602,6.7584105e-11,0.028632835,73.0,271186620.0
202,314804042,-0.08556011,8.329143e-11,0.040835015,168.0,571347100.0
203,314822529,-0.07787006,1.0956287e-10,0.032678954,93.0,174532430.0
204,314831019,-0.07078401,1.3336159e-10,0.033744894,123.0,90560040.0
205,314900022,-0.07342103,7.024056e-11,0.03238183,55.0,306675800.0
206,318733871,-0.07550198,8.570082e-11,0.03148798,86.0,221585300.0
207,318808427,-0.073651604,8.1279476e-11,0.032251477,58.0,228991410.0
208,320207387,-0.06777655,1.09854355e-10,0.02647584,91.0,175255630.0
209,320668879,-0.07027549,9.460126e-11,0.029156998,105.0,169499170.0
210,321906005,-0.06963401,8.0683724e-11,0.029388374,108.0,320134370.0
211,323452245,-0.073401324,1.7367176e-10,0.03256904,87.0,38725310.0
212,323865917,-0.07324062,9.5498116e-11,0.02957135,95.0,260723500.0
213,324025297,-0.07550591,9.158302e-11,0.03296036,128.0,222045180.0
214,324025371,-0.07380612,1.06977496e-10,0.0325078,88.0,165315540.0
215,324521027,-0.07095615,1.1678467e-10,0.025779694,87.0,134363170.0
216,325941643,-0.07644959,1.3979773e-10,0.028682647,54.0,90396280.0
217,329550137,-0.07609124,6.471296e-11,0.036160786,88.0,219334000.0
218,329550277,-0.07919753,1.0897285e-10,0.036500856,72.0,177180850.0
219,348592897,-0.07153005,1.4044797e-10,0.030088443,70.0,211908910.0
220,349621141,-0.07276772,9.92955e-11,0.028268186,72.0,360197730.0
221,354190013,-0.07195134,1.14656534e-10,0.02816344,68.0,192815780.0
222,354833767,-0.083233796,9.3642795e-11,0.03809367,77.0,158132880.0
223,370351753,-0.07463138,1.02928326e-10,0.03362915,66.0,178952720.0
224,382982932,-0.07828357,7.964417e-11,0.033202454,98.0,213865250.0
225,386049446,-0.08340873,8.255393e-11,0.033138264,49.0,253083440.0
226,386970660,-0.07035033,8.6809004e-11,0.02838771,80.0,261605200.0
227,395830185,-0.07841431,1.0644383e-10,0.029046495,75.0,220952240.0
228,397351623,-0.077808015,9.340323e-11,0.028580066,102.0,415688000.0
229,397353539,-0.07565372,8.122043e-11,0.032125734,64.0,162358500.0
230,422738880,-0.077136435,8.263884e-11,0.034302685,58.0,191093890.0
231,466632464,-0.073189676,8.750421e-11,0.029363515,74.0,204727000.0
232,467703703,-0.07914937,1.2511446e-10,0.03223345,101.0,114363610.0
233,468120757,-0.073462434,1.2721375e-10,0.030479444,85.0,133046230.0
234,468193142,-0.07655618,1.3657209e-10,0.032763667,120.0,290461700.0
235,469704261,-0.08872135,9.02979e-11,0.03755843,61.0,94466720.0
236,469793303,-0.07703574,8.045644e-11,0.033018317,65.0,187083550.0
237,469798159,-0.0792342,7.060862e-11,0.0316562,68.0,320568830.0
238,471129934,-0.07257699,1.300533e-10,0.03134422,78.0,92806340.0
239,471141261,-0.07853028,1.2631216e-10,0.027416077,103.0,154843200.0
240,471143169,-0.07065981,1.5877578e-10,0.029347647,67.0,158980560.0
241,471410185,-0.07149899,1.2365517e-10,0.030674163,115.0,162234980.0
242,471758398,-0.07295628,1.2719457e-10,0.025711752,99.0,271393060.0
243,471767045,-0.06669501,1.7088597e-10,0.017196368,87.0,90924550.0
244,471786879,-0.07922932,1.0241446e-10,0.035044316,150.0,165577140.0
245,471789504,-0.07179617,8.2443774e-11,0.03041006,72.0,284964830.0
246,471800189,-0.07810546,1.006334e-10,0.03856731,66.0,105040460.0
247,473020156,-0.07584294,8.447683e-11,0.033228505,89.0,285956900.0
248,473601979,-0.07178787,1.4744195e-10,0.021517714,150.0,126902290.0
249,473611755,-0.079980165,1.5167059e-10,0.019766977,56.0,50279908.0
250,475459689,-0.07285121,8.8918664e-11,0.030542674,64.0,202406320.0
251,475744706,-0.07940781,1.3969059e-10,0.025661897,129.0,356388580.0
252,476048909,-0.07067188,2.0678073e-10,0.022066506,102.0,118671450.0
253,476049169,-0.06942695,1.8552894e-10,0.031174624,99.0,63970720.0
254,476054887,-0.07278563,1.1612142e-10,0.030568758,95.0,99144640.0
255,476086391,-0.078048065,1.1071785e-10,0.03762626,65.0,91411610.0
256,476126528,-0.0728017,8.910456e-11,0.031643715,86.0,152517040.0
257,476131588,-0.067467,9.651882e-11,0.027476022,96.0,309927040.0
258,476135066,-0.07659845,1.2332449e-10,0.029089088,98.0,225730820.0
259,476216637,-0.07249076,9.5246894e-11,0.02810094,73.0,238762850.0
260,476218657,-0.07747255,1.166017e-10,0.032577325,89.0,108834056.0
261,476263004,-0.07575679,8.713946e-11,0.030026406,72.0,170701220.0
262,476451456,-0.07495836,1.1890647e-10,0.031093394,86.0,248035520.0
263,476455864,-0.076830305,9.69049e-11,0.034686193,54.0,284832800.0
264,476457450,-0.0749374,1.0214875e-10,0.03151904,82.0,298514180.0
265,476562817,-0.0740103,1.1212278e-10,0.02484828,63.0,176694540.0
266,476616076,-0.07777454,8.6416166e-11,0.035579298,93.0,182920960.0
267,476823462,-0.074693084,1.4618326e-10,0.030742323,128.0,133696950.0
268,477127614,-0.075592436,7.313343e-11,0.0290449,83.0,311798880.0
269,477135941,-0.080718085,7.6246294e-11,0.03229563,68.0,199846460.0
270,478497530,-0.07197578,1.07303846e-10,0.029288521,62.0,278045280.0
271,478499902,-0.0819761,9.703289e-11,0.035551585,73.0,255191020.0
272,478586295,-0.061423123,7.307041e-11,0.017886378,91.0,138640460.0
273,478888052,-0.06951113,1.3634954e-10,0.027608715,68.0,147853620.0
274,478892782,-0.07419843,1.1758931e-10,0.029529756,76.0,164808670.0
275,479010903,-0.07442163,1.2804066e-10,0.03198781,116.0,152754300.0
276,479013100,-0.07831289,1.1180224e-10,0.033756256,69.0,145069390.0
277,479179020,-0.07260087,1.018954e-10,0.026556138,77.0,174724270.0
278,479225052,-0.06830183,1.1830967e-10,0.026352854,64.0,178674750.0
279,479225080,-0.07558262,1.3353697e-10,0.027663264,168.0,455021800.0
280,479704527,-0.0762736,1.2087344e-10,0.030879654,124.0,223697520.0
281,479721491,-0.07883046,1.5374291e-10,0.03619936,93.0,102870970.0
282,479728896,-0.084973305,1.075725e-10,0.03462986,79.0,230072770.0
283,479770916,-0.067815535,2.0218414e-10,0.023226265,64.0,125107010.0
284,480003970,-0.066350676,3.074156e-10,0.021545064,81.0,69268530.0
285,480087928,-0.07070838,9.596756e-11,0.027920157,103.0,413139700.0
286,480114344,-0.073978014,1.4764034e-10,0.031590134,120.0,91800720.0
287,480116737,-0.07314379,1.2099616e-10,0.02943694,79.0,142697230.0
288,480122859,-0.07362843,9.077884e-11,0.028184643,71.0,354642460.0
289,480124551,-0.074249245,6.680527e-11,0.033394374,55.0,212606060.0
290,480169178,-0.07327168,1.1648922e-10,0.026743196,96.0,162409260.0
291,480351780,-0.06613502,1.3770074e-10,0.018057669,106.0,217361220.0
292,480353286,-0.07385112,1.3890414e-10,0.029810706,78.0,249434600.0
293,483020137,-0.0776696,9.313816e-11,0.033703264,95.0,229870140.0
294,483061182,-0.07316142,1.03460934e-10,0.03057112,97.0,210230930.0
295,483068687,-0.07631492,8.295468e-11,0.030526774,81.0,252538080.0
296,483092310,-0.06985708,1.12222065e-10,0.02489782,128.0,215062980.0
297,483101699,-0.07492275,8.5192825e-11,0.033330772,54.0,203185710.0
298,484564503,-0.07249535,9.127871e-11,0.02891537,77.0,206207970.0
299,484679812,-0.07102282,1.0018773e-10,0.026372554,80.0,273859900.0
300,485161419,-0.075302266,9.0018465e-11,0.02502047,64.0,235759800.0
301,485468180,-0.07116272,1.1264839e-10,0.024051946,77.0,339923700.0
302,485574721,-0.07509772,1.9467276e-10,0.022870108,193.0,194331360.0
303,485574832,-0.06772124,1.4934678e-10,0.023398442,76.0,95971190.0
304,485835016,-0.074654266,1.3885408e-10,0.028426187,92.0,168346350.0
305,485835055,-0.07681322,2.356907e-10,0.019092752,112.0,194438160.0
306,485836906,-0.07721459,9.363922e-11,0.029242434,65.0,228131300.0
307,485837504,-0.07351572,1.495232e-10,0.029977303,148.0,249555460.0
308,485838981,-0.07447633,1.5794667e-10,0.024171423,114.0,186151310.0
309,485880739,-0.07160615,1.2542722e-10,0.029816499,79.0,138648420.0
310,485909730,-0.07899296,1.3826842e-10,0.037265986,141.0,134004600.0
311,485911892,-0.07558939,8.391252e-11,0.03375665,66.0,266985340.0
312,485912047,-0.07274515,1.022706e-10,0.029016607,84.0,158293740.0
313,485931158,-0.08072002,1.1147772e-10,0.039213747,96.0,170086640.0
314,486025194,-0.07226264,1.14531745e-10,0.028247997,81.0,275265470.0
315,486052980,-0.07071345,1.5613034e-10,0.025386248,88.0,130702050.0
316,486110216,-0.06779097,9.721165e-11,0.025792,68.0,122824664.0
317,486111903,-0.06893038,1.3662942e-10,0.025172126,88.0,124901496.0
318,486132712,-0.070623375,9.569813e-11,0.02727465,89.0,304376860.0
319,486146717,-0.08176695,1.3475358e-10,0.040399857,176.0,205560430.0
320,486239338,-0.08069258,1.1725002e-10,0.03241872,148.0,234239440.0
321,486262299,-0.080566406,1.5823523e-10,0.036026046,64.0,98845920.0
322,486502127,-0.07352401,6.903865e-11,0.029507509,64.0,213606370.0
323,486560376,-0.07828782,1.0283452e-10,0.031735834,74.0,130775600.0
324,486893033,-0.0715103,9.546934e-11,0.028580407,85.0,342731600.0
325,487601493,-0.07336294,1.1565812e-10,0.028534995,117.0,209853570.0
326,487661754,-0.080707885,1.6413926e-10,0.03957082,65.0,377317000.0
327,487664663,-0.072981946,1.1415401e-10,0.026491242,87.0,306349000.0
328,488117124,-0.077784404,1.3013444e-10,0.027298847,90.0,432863500.0
329,488420599,-0.06968997,9.576806e-11,0.025022363,73.0,186720270.0
330,488679042,-0.07060528,1.5404525e-10,0.02469651,70.0,190134450.0
331,488680211,-0.08025524,1.1860384e-10,0.03829077,49.0,89264936.0
332,488680917,-0.06993277,1.4965247e-10,0.026681153,73.0,145174850.0
333,488683425,-0.07504669,1.3716833e-10,0.024712278,94.0,246363580.0
334,488687894,-0.07433636,9.818342e-11,0.032128513,78.0,178167340.0
335,488695444,-0.076657034,1.5920733e-10,0.0323573,106.0,192846300.0
336,488697163,-0.07288157,9.044322e-11,0.028409738,81.0,264378110.0
337,488698341,-0.07295905,1.3719006e-10,0.026430314,82.0,131563420.0
338,490205998,-0.07277703,1.4963761e-10,0.03015206,100.0,90362660.0
339,490259231,-0.08017486,1.12731574e-10,0.035361286,107.0,180187780.0
340,490485142,-0.07978351,8.5655066e-11,0.036331244,63.0,157829150.0
341,490916882,-0.06873415,1.1684505e-10,0.023378994,76.0,152501890.0
342,497611660,-0.08311296,1.2716934e-10,0.04329044,92.0,126394040.0
343,501799874,-0.078996286,1.74688e-10,0.034533143,210.0,247656850.0
344,501841672,-0.07147325,1.0644038e-10,0.02872754,116.0,173059300.0
345,501845152,-0.07427629,8.98831e-11,0.033198833,93.0,150560560.0
346,501845630,-0.076197386,1.342062e-10,0.036773402,124.0,223965620.0
347,501847931,-0.07246444,9.3389504e-11,0.023512628,103.0,74478600.0
348,501850666,-0.06816683,1.3827291e-10,0.02431542,217.0,292611970.0
349,501956013,-0.07849374,1.7519855e-10,0.03556244,117.0,198666420.0
350,502267531,-0.07665572,1.0176119e-10,0.03057789,93.0,277539800.0
351,502269786,-0.07919593,9.657295e-11,0.029784922,99.0,162141230.0
352,502359001,-0.076559484,1.1842978e-10,0.030023582,103.0,243135540.0
353,502366405,-0.07310961,1.4906248e-10,0.026721189,90.0,197960590.0
354,502367941,-0.060794167,1.0050602e-10,0.017147403,210.0,186313650.0
355,502383543,-0.059447736,1.3795678e-10,0.017393144,172.0,406433630.0
356,502614426,-0.082545616,1.4583292e-10,0.028964305,52.0,77933740.0
357,502978383,-0.074597016,1.0242247e-10,0.03557621,78.0,149936110.0
358,502999078,-0.07006883,1.14806005e-10,0.029394941,219.0,307611360.0
359,503286448,-0.0798511,1.1822464e-10,0.033559326,104.0,139614900.0
360,503814817,-0.0757425,1.1870047e-10,0.03854867,73.0,118343700.0
361,503823047,-0.07511063,1.6969784e-10,0.032926124,132.0,173794960.0
362,506133241,-0.07549868,1.5593125e-10,0.027730625,68.0,102104296.0
363,507101551,-0.08307764,9.111224e-11,0.031077312,82.0,193249490.0
364,507918877,-0.056470804,1.1489494e-10,0.017374134,200.0,213105420.0
365,508980706,-0.079687424,1.2045527e-10,0.044225305,70.0,103556450.0
366,509003464,-0.0725496,1.158133e-10,0.02971915,124.0,146226980.0
367,509881736,-0.06794661,1.1871723e-10,0.023744188,214.0,346224400.0
368,510136749,-0.07507957,1.8114513e-10,0.025739033,164.0,415214940.0
369,510658021,-0.093793735,1.5483528e-10,0.03212112,50.0,257103730.0
370,512319604,-0.05470057,1.3074274e-10,0.014160565,220.0,268638300.0
