,El_reference,C,asc_amp_array_0,asc_amp_array_1,init_threshold,spike_cut_length,asc_tau_array_0,asc_tau_array_1,R_input,coeffs_th_inf,has_model
0,-0.07427981451108652,6.512500414899956e-11,-2.7826577107168115e-11,-1.535581506840659e-11,0.028717353454831163,33,0.3333333333333333,0.01,262396578.88063562,1.0145192998113723,True
1,-0.06929974891437464,9.800544857038749e-11,-5.254380863269904e-11,1.2132345963780525e-10,0.023333587245276288,60,0.3333333333333333,0.01,201019139.93558383,1.1480750977819743,False
2,-0.07021628587424199,6.548737776001038e-11,-4.2295067199193707e-11,6.210660219802882e-11,0.026249804374190198,36,0.3333333333333333,0.01,191931922.65653318,1.0923240466569133,False
3,-0.07196940930692206,6.084582988270212e-11,-3.267666264021313e-11,3.387948952985252e-11,0.027838855047564615,51,0.3333333333333333,0.01,223975288.55817613,0.9876632843045144,False
4,-0.07210641617924017,5.4289692108886305e-11,-1.690175174764216e-11,2.171032383328096e-11,0.028247866694846458,33,0.3333333333333333,0.01,254991720.25455877,1.00752522732,False
5,-0.07226137373972198,6.73043101219203e-11,-2.3984734149812096e-11,1.7719851788589912e-10,0.028263776498330614,41,0.3333333333333333,0.01,300535944.5465492,1.0157355497455332,True
6,-0.0726770298382281,8.755200173449881e-11,-3.158646455223652e-11,9.483948742537303e-11,0.02899698574800229,33,0.3333333333333333,0.01,187363565.71921837,1.0660884107732647,True
7,-0.07295733826588834,4.7123406600049175e-11,-5.21610143395709e-12,-2.9305604228691977e-11,0.02915722067745519,55,0.3333333333333333,0.01,331069954.36687374,0.9999286496171006,True
8,-0.07433839482609206,6.820777240896329e-11,-1.1371874406332525e-11,-6.778638509752189e-11,0.029603896433697853,40,0.3333333333333333,0.01,187735787.15748686,0.906001909597948,False
9,-0.07397293580870073,6.591714285036861e-11,-1.4947842312957044e-11,-2.862460810158303e-11,0.0287296089968531,50,0.3333333333333333,0.01,248752681.56836498,1.0148255810472948,False
10,-0.07574187290182854,7.866944264478072e-11,-9.163462526771309e-12,-9.064245599372264e-11,0.030990227443236228,52,0.3333333333333333,0.01,117360707.16647515,0.9583532340790696,True
