,El_reference,C,asc_amp_array_0,asc_amp_array_1,init_threshold,spike_cut_length,asc_tau_array_0,asc_tau_array_1,R_input,coeffs_th_inf,has_model
282,-0.07667917865512311,1.1407680830071333e-10,-1.1001262364862795e-11,-2.1576962794762578e-10,0.03175996321842302,92,0.3333333333333333,0.01,256574559.55119893,1.0532145487189242,True
283,-0.06999880887539585,1.639986099943353e-10,-8.375733472465951e-11,-1.5817644456024287e-10,0.021844844197232344,77,0.03333333333333333,0.01,140307244.51714993,1.1137834970482752,True
284,-0.07005075034342782,1.8695430956336675e-10,-6.622033172563985e-11,-1.690124347227056e-10,0.02198030408244905,70,0.03333333333333333,0.01,90747318.16783962,1.086448159497037,True
285,-0.07474654779029438,1.0951709037866634e-10,-1.1700581856548912e-11,-1.8979514596348464e-10,0.03141359748022095,87,0.3333333333333333,0.01,304924224.89795446,1.017013368217293,True
286,-0.07429597678999403,1.5656641275458826e-10,-2.0203141558894238e-11,-3.279978534138571e-10,0.02447742895757458,111,0.3333333333333333,0.01,112297050.67387371,1.1726543011261439,False
287,-0.07349221349156028,1.3585861637046632e-10,-5.398240720458633e-11,-1.3778599224937682e-10,0.02550509709384053,101,0.3333333333333333,0.01,209098450.90248853,1.1020600423660858,False
288,-0.0725343889489997,1.0000960250611483e-10,-1.9987088271332275e-11,-1.1726507164782335e-10,0.02397442452250935,102,0.3333333333333333,0.01,299773121.95647824,1.1686107683698193,True
289,-0.07546486711299524,7.94024744971823e-11,-1.3340620879123773e-11,-1.565888072230199e-10,0.027904311916699384,68,0.3333333333333333,0.01,160265428.01076865,1.0967446494730255,True
290,-0.07230115849776031,1.3473025579764404e-10,-2.6451481391888905e-11,-2.044632724393059e-10,0.02228254690449948,119,0.3333333333333333,0.01,152588807.92473137,1.153358141719909,True
291,-0.07193972643262264,1.404615799960862e-10,-5.190693825585079e-11,-1.3473026568978118e-10,0.023047609783755706,92,0.3333333333333333,0.01,184667849.47807714,1.1652134656709634,True
292,-0.07108215530090999,1.2094487090639482e-10,-3.8886344648423396e-11,-1.5939918306254725e-10,0.023134822710187575,94,0.3333333333333333,0.01,217604927.0293143,1.1363365294560621,True
293,-0.07399360328056322,7.518811145253077e-11,-1.6775057981332068e-11,-1.6712369841678781e-10,0.028094641153804722,80,0.3333333333333333,0.01,281331162.3865195,1.0768815530711595,True
294,-0.07424451285147128,1.0238453061315655e-10,-1.1045398817068894e-11,-2.2615675548890124e-10,0.02801317636845917,76,0.3333333333333333,0.01,266367859.9077641,1.0853375442005568,False
295,-0.07377818164028302,1.1916723466725476e-10,-1.855291643535492e-11,-2.2193636860275636e-10,0.02596947847241237,109,0.3333333333333333,0.01,249342492.16614544,1.1422254750247018,False
296,-0.07441664302571142,1.0516467995141367e-10,-3.2963163986035485e-11,-1.8102125539952665e-10,0.026470889569649766,82,0.3333333333333333,0.01,116656235.42307931,1.1148339053000247,False
297,-0.07755931976818894,1.0673418592685435e-10,-3.80367700046029e-11,-1.7259570541763894e-10,0.03045472310549661,59,0.3333333333333333,0.01,210741767.98912483,1.0796428303391379,True
298,-0.07247792295596024,9.918312126020973e-11,-1.0208279944303388e-11,-2.401130457716239e-10,0.025084022220582758,93,0.3333333333333333,0.01,228808615.7427185,1.1392179335681376,False
299,-0.073656831324714,8.572370527403183e-11,-1.460296504227892e-11,-1.5383511623331752e-10,0.02709131940222523,82,0.3333333333333333,0.01,249433621.99030745,1.068994678487119,True
300,-0.07637557496606688,1.0533713428033501e-10,-9.982725085217488e-12,-2.235177024887742e-10,0.02856377330529745,91,0.3333333333333333,0.01,188940521.44053105,1.0784463238716933,False
301,-0.07467487032244556,1.0145234649012888e-10,-2.6797632155298982e-11,-1.479986576295398e-10,0.029433723548719044,66,0.3333333333333333,0.01,253923963.21316975,1.0804908949708183,True
302,-0.07351130816872166,1.6063699999131135e-10,-3.6631925963183374e-11,-2.85241682833083e-10,0.024742241174438667,121,0.3333333333333333,0.01,158640536.98966387,1.118377783741206,True
303,-0.07114581910415288,1.4876299833964038e-10,-5.004802812746125e-11,-1.8630133097153753e-10,0.022750252186960893,87,0.03333333333333333,0.01,126933765.67096883,1.1068444387069443,True
304,-0.072441038564618,1.582258954844444e-10,-7.307591230068952e-11,-1.2606369538860234e-10,0.023450954655248067,97,0.03333333333333333,0.01,144281762.06866822,1.112895109282196,True
305,-0.07196993911030375,1.7744923968364642e-10,-8.409584404325074e-11,-1.361606660283029e-10,0.023445331346830668,89,0.03333333333333333,0.01,166870618.3841183,1.06958671085418,False
